Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
SAC,SAC @ DEN,04/12/2015,L,240,111,38,74,51.4,5,18,27.8,30,42,71.4,6,26,32,28,13,0,20,21,-11
DEN,DEN vs. SAC,04/12/2015,W,240,122,45,82,54.9,9,26,34.6,23,30,76.7,10,32,42,32,15,1,18,29,11
BKN,BKN @ MIL,04/12/2015,L,240,73,27,83,32.5,3,18,16.7,16,22,72.7,16,33,49,17,9,5,21,20,-23
MIL,MIL vs. BKN,04/12/2015,W,240,96,41,83,49.4,6,20,30.0,8,12,66.7,7,40,47,30,13,7,17,20,23
SAS,SAS vs. PHX,04/12/2015,W,240,107,35,69,50.7,8,19,42.1,29,34,85.3,6,37,43,22,7,6,15,22,16
NYK,NYK @ ORL,04/11/2015,W,240,80,31,82,37.8,6,20,30.0,12,13,92.3,11,35,46,22,3,6,15,18,1
MIA,MIA vs. TOR,04/11/2015,L,240,104,37,81,45.7,6,20,30.0,24,44,54.5,14,33,47,14,3,8,7,25,-3
TOR,TOR @ MIA,04/11/2015,W,240,107,35,83,42.2,9,26,34.6,28,37,75.7,15,32,47,12,7,3,7,31,3
ORL,ORL vs. NYK,04/11/2015,L,240,79,30,84,35.7,6,22,27.3,13,18,72.2,11,38,49,15,10,4,15,18,-1
GSW,GSW vs. MIN,04/11/2015,W,240,110,42,93,45.2,11,31,35.5,15,21,71.4,13,37,50,28,10,5,12,19,9
MIN,MIN @ GSW,04/11/2015,L,240,101,35,79,44.3,11,24,45.8,20,26,76.9,8,32,40,27,9,4,15,22,-9
LAC,LAC vs. MEM,04/11/2015,W,240,94,35,88,39.8,6,27,22.2,18,22,81.8,12,31,43,25,10,6,13,21,8
MEM,MEM @ LAC,04/11/2015,L,240,86,34,77,44.2,2,9,22.2,16,24,66.7,11,32,43,24,8,4,18,20,-8
POR,POR vs. UTA,04/11/2015,L,240,105,41,87,47.1,6,30,20.0,17,22,77.3,9,30,39,22,11,4,13,25,-6
UTA,UTA @ POR,04/11/2015,W,240,111,36,79,45.6,6,17,35.3,33,42,78.6,15,33,48,20,9,4,17,17,6
PHI,PHI @ CHI,04/11/2015,L,240,107,37,89,41.6,13,41,31.7,20,25,80.0,14,33,47,19,5,3,15,29,-7
CHI,CHI vs. PHI,04/11/2015,W,240,114,40,90,44.4,9,26,34.6,25,36,69.4,13,35,48,20,8,5,10,20,7
WAS,WAS @ BKN,04/10/2015,L,240,80,32,82,39.0,5,15,33.3,11,17,64.7,17,33,50,23,3,4,21,21,-37
LAL,LAL vs. MIN,04/10/2015,W,240,106,41,83,49.4,9,23,39.1,15,24,62.5,14,32,46,35,6,2,14,22,8
MIN,MIN @ LAL,04/10/2015,L,240,98,32,74,43.2,3,15,20.0,31,34,91.2,9,30,39,17,7,3,12,20,-8
DET,DET vs. IND,04/10/2015,L,240,103,40,89,44.9,11,23,47.8,12,23,52.2,15,30,45,25,5,5,11,20,-4
IND,IND @ DET,04/10/2015,W,240,107,38,79,48.1,11,19,57.9,20,22,90.9,9,33,42,29,6,1,10,21,4
MIL,MIL @ NYK,04/10/2015,W,240,99,37,76,48.7,6,17,35.3,19,29,65.5,5,28,33,18,17,3,18,22,8
CLE,CLE vs. BOS,04/10/2015,L,240,90,32,77,41.6,9,34,26.5,17,25,68.0,12,30,42,25,4,2,22,21,-9
BOS,BOS @ CLE,04/10/2015,W,240,99,38,84,45.2,8,22,36.4,15,21,71.4,11,32,43,30,11,2,15,24,9
SAC,SAC @ OKC,04/10/2015,L,240,103,37,81,45.7,9,24,37.5,20,28,71.4,14,36,50,19,4,6,16,23,-13
NOP,NOP vs. PHX,04/10/2015,W,240,90,37,84,44.0,5,19,26.3,11,19,57.9,15,41,56,29,4,13,11,12,15
PHX,PHX @ NOP,04/10/2015,L,240,75,30,85,35.3,7,25,28.0,8,10,80.0,10,33,43,18,9,4,10,18,-15
NYK,NYK vs. MIL,04/10/2015,L,240,91,34,72,47.2,5,13,38.5,18,24,75.0,5,37,42,22,7,5,26,26,-8
OKC,OKC vs. SAC,04/10/2015,W,240,116,44,97,45.4,10,31,32.3,18,24,75.0,16,31,47,21,8,4,7,22,13
DAL,DAL @ DEN,04/10/2015,W,290,144,57,109,52.3,11,29,37.9,19,24,79.2,11,38,49,39,8,6,17,23,1
CHA,CHA @ ATL,04/10/2015,L,240,80,30,83,36.1,8,30,26.7,12,18,66.7,12,34,46,21,8,3,15,15,-24
DEN,DEN vs. DAL,04/10/2015,L,290,143,53,125,42.4,15,43,34.9,22,25,88.0,27,34,61,29,10,1,15,26,-1
TOR,TOR @ ORL,04/10/2015,W,240,101,39,94,41.5,9,30,30.0,14,15,93.3,17,29,46,22,8,1,16,15,2
HOU,HOU vs. SAS,04/10/2015,L,240,103,31,66,47.0,9,21,42.9,32,53,60.4,9,30,39,19,9,5,20,26,-1
UTA,UTA vs. MEM,04/10/2015,L,240,88,31,71,43.7,11,23,47.8,15,22,68.2,9,30,39,16,4,3,17,22,-1
SAS,SAS @ HOU,04/10/2015,W,240,104,41,85,48.2,4,17,23.5,18,24,75.0,13,27,40,23,12,3,16,35,1
ATL,ATL vs. CHA,04/10/2015,W,240,104,41,82,50.0,10,28,35.7,12,16,75.0,9,35,44,31,10,4,14,18,24
MEM,MEM @ UTA,04/10/2015,W,240,89,36,76,47.4,5,15,33.3,12,19,63.2,7,29,36,22,8,1,11,22,1
ORL,ORL vs. TOR,04/10/2015,L,240,99,41,89,46.1,7,20,35.0,10,10,100.0,14,32,46,21,11,4,17,19,-2
BKN,BKN vs. WAS,04/10/2015,W,240,117,45,89,50.6,12,20,60.0,15,23,65.2,12,32,44,29,10,1,6,20,37
CHI,CHI @ MIA,04/09/2015,W,240,89,35,91,38.5,6,23,26.1,13,17,76.5,15,36,51,17,10,2,11,11,11
MIA,MIA vs. CHI,04/09/2015,L,240,78,34,88,38.6,5,18,27.8,5,7,71.4,13,33,46,14,2,7,14,17,-11
GSW,GSW vs. POR,04/09/2015,W,240,116,48,90,53.3,12,26,46.2,8,9,88.9,9,35,44,27,6,5,14,12,11
POR,POR @ GSW,04/09/2015,L,240,105,46,98,46.9,7,24,29.2,6,8,75.0,11,30,41,28,6,5,9,12,-11
ORL,ORL vs. CHI,04/08/2015,W,240,105,38,82,46.3,8,23,34.8,21,24,87.5,13,31,44,21,8,3,15,19,2
PHX,PHX @ DAL,04/08/2015,L,240,104,40,82,48.8,8,25,32.0,16,19,84.2,8,29,37,22,6,5,12,25,-3
DAL,DAL vs. PHX,04/08/2015,W,240,107,45,94,47.9,4,18,22.2,13,16,81.3,15,32,47,18,3,3,8,17,3
UTA,UTA vs. SAC,04/08/2015,W,240,103,36,74,48.6,13,31,41.9,18,25,72.0,13,34,47,23,5,8,16,22,12
SAC,SAC @ UTA,04/08/2015,L,240,91,33,75,44.0,7,16,43.8,18,28,64.3,7,24,31,19,9,1,10,17,-12
BOS,BOS @ DET,04/08/2015,W,240,113,36,80,45.0,8,28,28.6,33,34,97.1,10,27,37,20,12,2,11,15,10
NOP,NOP @ MEM,04/08/2015,L,240,74,28,80,35.0,6,21,28.6,12,18,66.7,12,27,39,13,8,3,12,15,-36
MEM,MEM vs. NOP,04/08/2015,W,240,110,45,88,51.1,8,17,47.1,12,14,85.7,14,38,52,27,7,3,8,16,36
SAS,SAS vs. HOU,04/08/2015,W,240,110,48,95,50.5,7,21,33.3,7,9,77.8,13,34,47,21,11,7,9,13,12
HOU,HOU @ SAS,04/08/2015,L,240,98,39,84,46.4,10,25,40.0,10,16,62.5,8,31,39,25,7,3,15,12,-12
TOR,TOR @ CHA,04/08/2015,W,240,92,33,77,42.9,12,27,44.4,14,19,73.7,9,38,47,20,5,9,10,19,18
CHA,CHA vs. TOR,04/08/2015,L,240,74,28,81,34.6,10,22,45.5,8,11,72.7,9,26,35,15,4,5,8,15,-18
CHI,CHI @ ORL,04/08/2015,L,240,103,34,79,43.0,12,26,46.2,23,31,74.2,12,29,41,25,9,4,17,16,-2
NYK,NYK vs. IND,04/08/2015,L,240,86,29,84,34.5,7,17,41.2,21,26,80.8,9,25,34,13,8,2,11,25,-16
IND,IND @ NYK,04/08/2015,W,240,102,38,77,49.4,4,22,18.2,22,27,81.5,11,43,54,23,7,4,17,24,16
DEN,DEN vs. LAL,04/08/2015,W,240,119,44,88,50.0,13,30,43.3,18,24,75.0,11,34,45,26,7,6,9,22,18
LAL,LAL @ DEN,04/08/2015,L,240,101,36,75,48.0,5,16,31.3,24,35,68.6,9,30,39,15,7,2,15,20,-18
ATL,ATL @ BKN,04/08/2015,W,240,114,43,86,50.0,11,28,39.3,17,25,68.0,10,30,40,35,11,4,11,18,3
BKN,BKN vs. ATL,04/08/2015,L,240,111,41,87,47.1,7,26,26.9,22,25,88.0,14,33,47,27,7,4,13,20,-3
PHI,PHI vs. WAS,04/08/2015,L,240,90,31,89,34.8,9,27,33.3,19,27,70.4,17,19,36,17,11,1,10,22,-29
WAS,WAS @ PHI,04/08/2015,W,240,119,47,72,65.3,8,15,53.3,17,23,73.9,6,39,45,35,4,8,15,21,29
POR,POR vs. MIN,04/08/2015,W,240,116,42,85,49.4,12,33,36.4,20,23,87.0,12,41,53,25,8,2,15,23,25
DET,DET vs. BOS,04/08/2015,L,240,103,45,84,53.6,7,18,38.9,6,10,60.0,11,30,41,29,7,5,19,25,-10
MIN,MIN @ POR,04/08/2015,L,240,91,32,85,37.6,3,11,27.3,24,29,82.8,10,25,35,16,12,2,11,17,-25
MIL,MIL vs. CLE,04/08/2015,L,240,99,42,84,50.0,6,18,33.3,9,13,69.2,7,25,32,30,13,3,12,22,-5
CLE,CLE @ MIL,04/08/2015,W,240,104,36,74,48.6,11,34,32.4,21,26,80.8,11,33,44,23,8,5,18,17,5
NOP,NOP vs. GSW,04/07/2015,W,240,103,36,83,43.4,9,19,47.4,22,30,73.3,8,37,45,25,8,8,12,13,3
OKC,OKC vs. SAS,04/07/2015,L,240,88,34,84,40.5,5,19,26.3,15,28,53.6,11,28,39,14,13,3,15,14,-25
SAS,SAS @ OKC,04/07/2015,W,240,113,47,89,52.8,10,24,41.7,9,13,69.2,12,34,46,27,7,7,15,20,25
GSW,GSW @ NOP,04/07/2015,L,240,100,42,95,44.2,9,22,40.9,7,10,70.0,11,39,50,25,6,12,12,21,-3
ATL,ATL vs. PHX,04/07/2015,W,240,96,41,83,49.4,4,25,16.0,10,14,71.4,8,46,54,21,9,4,15,17,27
SAC,SAC vs. MIN,04/07/2015,W,240,116,42,80,52.5,9,24,37.5,23,34,67.6,13,36,49,25,5,7,14,17,5
PHX,PHX @ ATL,04/07/2015,L,240,69,26,83,31.3,4,20,20.0,13,18,72.2,9,28,37,16,5,6,16,9,-27
LAC,LAC vs. LAL,04/07/2015,W,240,105,39,81,48.1,7,24,29.2,20,30,66.7,6,40,46,25,6,6,9,22,5
LAL,LAL @ LAC,04/07/2015,L,240,100,35,84,41.7,9,25,36.0,21,27,77.8,8,35,43,24,2,1,11,25,-5
MIN,MIN @ SAC,04/07/2015,L,240,111,45,93,48.4,6,19,31.6,15,21,71.4,9,27,36,29,6,4,10,24,-5
CHA,CHA @ MIA,04/07/2015,L,240,100,39,91,42.9,5,18,27.8,17,21,81.0,15,30,45,12,8,5,9,26,-5
MIA,MIA vs. CHA,04/07/2015,W,240,105,40,81,49.4,3,15,20.0,22,28,78.6,8,34,42,20,4,6,11,17,5
POR,POR @ BKN,04/06/2015,L,240,96,39,87,44.8,11,26,42.3,7,9,77.8,11,39,50,17,4,3,14,21,-10
BKN,BKN vs. POR,04/06/2015,W,240,106,41,91,45.1,6,14,42.9,18,23,78.3,12,34,46,25,6,5,7,11,10
SAC,SAC vs. UTA,04/05/2015,L,240,95,38,79,48.1,5,15,33.3,14,24,58.3,11,32,43,20,13,3,20,20,-6
HOU,HOU @ OKC,04/05/2015,W,240,115,38,81,46.9,8,28,28.6,31,50,62.0,12,30,42,18,14,4,10,25,3
LAL,LAL vs. LAC,04/05/2015,L,240,78,29,75,38.7,7,17,41.2,13,22,59.1,14,27,41,17,3,3,19,18,-28
LAC,LAC @ LAL,04/05/2015,W,240,106,40,75,53.3,15,27,55.6,11,18,61.1,7,33,40,27,10,1,10,20,28
IND,IND vs. MIA,04/05/2015,W,240,112,37,85,43.5,14,30,46.7,24,36,66.7,20,35,55,23,6,7,11,22,23
CLE,CLE vs. CHI,04/05/2015,W,240,99,35,83,42.2,16,37,43.2,13,22,59.1,10,30,40,24,9,4,11,17,5
CHI,CHI @ CLE,04/05/2015,L,240,94,34,76,44.7,11,27,40.7,15,21,71.4,9,36,45,28,7,2,16,22,-5
OKC,OKC vs. HOU,04/05/2015,L,240,112,40,92,43.5,14,30,46.7,18,26,69.2,17,34,51,21,4,2,18,32,-3
MIA,MIA @ IND,04/05/2015,L,240,89,37,82,45.1,2,20,10.0,13,19,68.4,7,30,37,15,7,7,14,25,-23
SAS,SAS vs. GSW,04/05/2015,W,240,107,44,83,53.0,7,21,33.3,12,15,80.0,6,41,47,27,8,4,14,13,15
GSW,GSW @ SAS,04/05/2015,L,240,92,39,91,42.9,9,28,32.1,5,10,50.0,10,29,39,25,4,2,11,13,-15
PHI,PHI @ NYK,04/05/2015,L,240,91,38,99,38.4,10,32,31.3,5,8,62.5,19,17,36,22,8,5,10,23,-10
NYK,NYK vs. PHI,04/05/2015,W,240,101,37,72,51.4,3,13,23.1,24,29,82.8,15,34,49,24,6,14,19,18,10
UTA,UTA @ SAC,04/05/2015,W,240,101,40,87,46.0,8,24,33.3,13,18,72.2,14,33,47,18,11,6,20,24,6
MEM,MEM vs. WAS,04/04/2015,L,240,83,34,81,42.0,1,15,6.7,14,18,77.8,9,32,41,23,2,3,15,15,-9
DEN,DEN vs. LAC,04/04/2015,L,240,92,32,85,37.6,6,22,27.3,22,31,71.0,15,29,44,21,7,1,16,31,-15
TOR,TOR vs. BOS,04/04/2015,L,265,116,40,83,48.2,6,23,26.1,30,38,78.9,9,37,46,15,7,4,16,22,-1
BOS,BOS @ TOR,04/04/2015,W,265,117,47,97,48.5,8,26,30.8,15,22,68.2,12,32,44,26,10,4,15,28,1
PHI,PHI @ CHA,04/04/2015,L,240,91,28,76,36.8,11,26,42.3,24,33,72.7,11,29,40,13,4,14,15,24,-1
CHA,CHA vs. PHI,04/04/2015,W,240,92,35,86,40.7,1,13,7.7,21,23,91.3,13,31,44,13,5,5,12,20,1
ORL,ORL @ MIL,04/04/2015,W,240,97,40,86,46.5,8,21,38.1,9,13,69.2,12,33,45,23,7,10,12,13,7
MIL,MIL vs. ORL,04/04/2015,L,240,90,39,89,43.8,5,16,31.3,7,13,53.8,14,31,45,26,8,6,13,19,-7
PHX,PHX vs. UTA,04/04/2015,W,240,87,30,69,43.5,5,14,35.7,22,29,75.9,6,26,32,12,11,7,16,21,2
UTA,UTA @ PHX,04/04/2015,L,240,85,29,74,39.2,7,21,33.3,20,24,83.3,13,34,47,17,10,2,18,23,-2
ATL,ATL vs. BKN,04/04/2015,W,240,131,49,82,59.8,17,33,51.5,16,19,84.2,7,27,34,40,15,4,13,16,32
BKN,BKN @ ATL,04/04/2015,L,240,99,39,80,48.8,10,23,43.5,11,17,64.7,12,27,39,22,7,2,21,15,-32
WAS,WAS @ MEM,04/04/2015,W,240,92,38,79,48.1,8,22,36.4,8,10,80.0,6,34,40,24,9,0,17,18,9
NOP,NOP @ POR,04/04/2015,L,240,90,39,85,45.9,7,16,43.8,5,10,50.0,9,26,35,18,8,5,9,18,-9
POR,POR vs. NOP,04/04/2015,W,240,99,36,84,42.9,6,16,37.5,21,23,91.3,18,33,51,17,4,3,11,9,9
MIA,MIA @ DET,04/04/2015,L,240,98,37,77,48.1,5,20,25.0,19,26,73.1,11,26,37,19,6,7,14,20,-1
DET,DET vs. MIA,04/04/2015,W,240,99,36,73,49.3,12,26,46.2,15,23,65.2,8,25,33,20,6,3,16,21,1
DAL,DAL vs. GSW,04/04/2015,L,240,110,34,80,42.5,3,16,18.8,39,54,72.2,10,34,44,14,6,2,16,23,-13
GSW,GSW @ DAL,04/04/2015,W,240,123,43,95,45.3,14,36,38.9,23,32,71.9,17,38,55,28,12,4,14,37,13
LAC,LAC @ DEN,04/04/2015,W,240,107,34,79,43.0,13,34,38.2,26,42,61.9,13,34,47,24,9,7,15,27,15
DET,DET @ CHI,04/03/2015,L,240,82,32,74,43.2,6,19,31.6,12,15,80.0,11,31,42,14,9,12,18,20,-6
CHI,CHI vs. DET,04/03/2015,W,240,88,33,85,38.8,4,17,23.5,18,21,85.7,19,25,44,18,9,5,12,15,6
WAS,WAS vs. NYK,04/03/2015,W,240,101,43,93,46.2,7,16,43.8,8,12,66.7,12,36,48,32,8,8,11,17,14
CHA,CHA @ IND,04/03/2015,L,240,74,28,80,35.0,4,18,22.2,14,20,70.0,10,32,42,15,10,5,18,13,-19
LAL,LAL vs. POR,04/03/2015,L,240,77,31,82,37.8,5,14,35.7,10,17,58.8,6,37,43,13,4,6,13,10,-30
DEN,DEN @ SAS,04/03/2015,L,240,93,40,87,46.0,6,17,35.3,7,11,63.6,11,23,34,17,8,3,18,18,-30
SAS,SAS vs. DEN,04/03/2015,W,240,123,47,85,55.3,14,34,41.2,15,17,88.2,14,31,45,33,11,8,18,15,30
POR,POR @ LAL,04/03/2015,W,240,107,43,88,48.9,10,26,38.5,11,11,100.0,6,47,53,21,7,6,8,14,30
OKC,OKC @ MEM,04/03/2015,L,240,92,36,88,40.9,4,17,23.5,16,26,61.5,11,36,47,18,7,3,12,23,-8
NOP,NOP @ SAC,04/03/2015,W,240,101,34,87,39.1,14,29,48.3,19,28,67.9,16,34,50,20,4,5,12,20,6
SAC,SAC vs. NOP,04/03/2015,L,240,95,37,78,47.4,6,17,35.3,15,25,60.0,6,32,38,21,4,6,10,26,-6
