Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
MEM,MEM vs. ORL,12/09/2013,W,240,94,36,86,41.9,10,17,58.8,12,17,70.6,11,41,52,23,4,4,17,21,9
POR,POR @ UTA,12/09/2013,W,240,105,40,85,47.1,6,19,31.6,19,20,95.0,11,33,44,23,6,6,11,19,11
UTA,UTA vs. POR,12/09/2013,L,240,94,36,82,43.9,1,7,14.3,21,23,91.3,11,32,43,13,6,5,12,15,-11
IND,IND @ OKC,12/08/2013,L,240,94,34,85,40.0,7,21,33.3,19,21,90.5,9,20,29,13,9,4,14,18,-24
BOS,BOS @ NYK,12/08/2013,W,240,114,39,72,54.2,14,25,56.0,22,27,81.5,7,39,46,22,9,3,18,19,41
NYK,NYK vs. BOS,12/08/2013,L,240,73,25,73,34.2,6,16,37.5,17,23,73.9,4,22,26,13,10,3,15,18,-41
TOR,TOR @ LAL,12/08/2013,W,240,106,40,82,48.8,4,26,15.4,22,25,88.0,6,32,38,19,11,4,12,18,12
LAL,LAL vs. TOR,12/08/2013,L,240,94,34,79,43.0,9,28,32.1,17,20,85.0,8,32,40,22,7,3,19,23,-12
OKC,OKC vs. IND,12/08/2013,W,240,118,47,77,61.0,5,13,38.5,19,20,95.0,10,36,46,27,6,8,19,24,24
DET,DET vs. MIA,12/08/2013,L,240,95,36,85,42.4,7,20,35.0,16,22,72.7,16,27,43,17,10,2,18,21,-15
MIA,MIA @ DET,12/08/2013,W,240,110,40,72,55.6,11,28,39.3,19,21,90.5,5,29,34,26,8,3,17,18,15
ORL,ORL @ HOU,12/08/2013,L,240,88,32,93,34.4,8,29,27.6,16,28,57.1,15,28,43,14,13,7,7,29,-10
HOU,HOU vs. ORL,12/08/2013,W,240,98,32,76,42.1,10,33,30.3,24,42,57.1,15,45,60,22,5,10,20,20,10
DET,DET @ CHI,12/07/2013,W,240,92,34,80,42.5,12,19,63.2,12,15,80.0,13,38,51,15,8,9,18,20,17
LAC,LAC @ CLE,12/07/2013,L,240,82,28,87,32.2,7,35,20.0,19,26,73.1,10,35,45,24,9,7,13,21,-6
CLE,CLE vs. LAC,12/07/2013,W,240,88,31,83,37.3,4,14,28.6,22,30,73.3,16,44,60,18,5,3,16,21,6
MIA,MIA @ MIN,12/07/2013,W,240,103,43,78,55.1,4,18,22.2,13,19,68.4,7,37,44,23,11,8,20,28,21
MIN,MIN vs. MIA,12/07/2013,L,240,82,24,82,29.3,5,22,22.7,29,39,74.4,17,28,45,13,11,1,19,15,-21
PHI,PHI vs. DEN,12/07/2013,L,240,92,40,88,45.5,3,16,18.8,9,14,64.3,11,27,38,19,4,4,13,24,-11
DEN,DEN @ PHI,12/07/2013,W,240,103,35,83,42.2,7,22,31.8,26,34,76.5,20,32,52,21,8,4,14,17,11
UTA,UTA vs. SAC,12/07/2013,L,265,102,36,89,40.4,8,19,42.1,22,30,73.3,12,38,50,20,5,9,16,32,-10
SAC,SAC @ UTA,12/07/2013,W,265,112,39,94,41.5,3,15,20.0,31,38,81.6,13,36,49,26,11,7,10,26,10
DAL,DAL @ POR,12/07/2013,W,240,108,46,87,52.9,8,16,50.0,8,11,72.7,7,29,36,26,7,3,12,21,2
BKN,BKN @ MIL,12/07/2013,W,240,90,34,74,45.9,5,18,27.8,17,23,73.9,11,30,41,16,6,6,8,21,8
SAS,SAS vs. IND,12/07/2013,L,240,100,41,91,45.1,13,26,50.0,5,6,83.3,10,24,34,24,6,1,11,21,-11
IND,IND @ SAS,12/07/2013,W,240,111,38,71,53.5,9,19,47.4,26,28,92.9,8,33,41,22,8,3,14,16,11
MEM,MEM vs. GSW,12/07/2013,L,240,82,31,85,36.5,2,10,20.0,18,22,81.8,17,23,40,13,8,6,10,10,-26
GSW,GSW @ MEM,12/07/2013,W,240,108,44,88,50.0,8,18,44.4,12,14,85.7,15,32,47,24,6,5,11,20,26
CHI,CHI vs. DET,12/07/2013,L,240,75,30,90,33.3,3,18,16.7,12,15,80.0,11,33,44,17,8,7,13,11,-17
POR,POR vs. DAL,12/07/2013,L,240,106,39,87,44.8,9,30,30.0,19,24,79.2,17,33,50,22,4,3,16,13,-2
MIL,MIL vs. BKN,12/07/2013,L,240,82,30,73,41.1,7,20,35.0,15,22,68.2,8,28,36,20,3,3,12,19,-8
OKC,OKC @ NOP,12/06/2013,W,240,109,39,77,50.6,7,21,33.3,24,30,80.0,7,34,41,20,9,11,14,22,14
POR,POR vs. UTA,12/06/2013,W,240,130,46,83,55.4,17,23,73.9,21,24,87.5,17,33,50,26,9,5,21,17,32
UTA,UTA @ POR,12/06/2013,L,240,98,39,93,41.9,4,11,36.4,16,19,84.2,18,21,39,17,17,3,17,22,-32
BOS,BOS vs. DEN,12/06/2013,W,240,106,43,83,51.8,6,20,30.0,14,18,77.8,10,27,37,25,5,6,10,18,8
DEN,DEN @ BOS,12/06/2013,L,240,98,34,77,44.2,6,17,35.3,24,29,82.8,15,27,42,11,4,4,14,19,-8
CLE,CLE @ ATL,12/06/2013,L,240,89,38,94,40.4,5,20,25.0,8,17,47.1,16,31,47,19,4,2,11,11,-19
CHA,CHA vs. PHI,12/06/2013,W,240,105,42,91,46.2,4,21,19.0,17,25,68.0,12,36,48,29,9,7,9,15,17
PHI,PHI @ CHA,12/06/2013,L,240,88,37,92,40.2,6,27,22.2,8,13,61.5,11,39,50,21,4,4,16,20,-17
ORL,ORL @ NYK,12/06/2013,L,240,83,30,70,42.9,10,25,40.0,13,20,65.0,4,27,31,19,5,3,13,19,-38
NYK,NYK vs. ORL,12/06/2013,W,240,121,44,83,53.0,17,34,50.0,16,19,84.2,10,35,45,25,8,5,11,20,38
SAC,SAC vs. LAL,12/06/2013,L,240,100,37,86,43.0,10,22,45.5,16,22,72.7,18,33,51,25,10,4,17,19,-6
LAL,LAL @ SAC,12/06/2013,W,240,106,41,86,47.7,12,32,37.5,12,18,66.7,10,26,36,24,10,7,12,20,6
MIL,MIL @ WAS,12/06/2013,W,265,109,42,92,45.7,6,20,30.0,19,26,73.1,12,36,48,24,6,3,16,25,4
WAS,WAS vs. MIL,12/06/2013,L,265,105,33,83,39.8,8,27,29.6,31,41,75.6,13,33,46,22,12,10,14,26,-4
PHX,PHX vs. TOR,12/06/2013,W,240,106,37,82,45.1,9,23,39.1,23,32,71.9,18,35,53,16,4,4,17,27,9
TOR,TOR @ PHX,12/06/2013,L,240,97,35,87,40.2,5,19,26.3,22,25,88.0,11,25,36,15,7,5,10,26,-9
NOP,NOP vs. OKC,12/06/2013,L,240,95,33,88,37.5,3,16,18.8,26,34,76.5,19,30,49,19,9,3,16,21,-14
GSW,GSW @ HOU,12/06/2013,L,240,83,27,76,35.5,2,16,12.5,27,34,79.4,10,33,43,10,9,3,22,27,-22
HOU,HOU vs. GSW,12/06/2013,W,240,105,37,83,44.6,6,28,21.4,25,39,64.1,14,38,52,15,14,9,16,21,22
ATL,ATL vs. CLE,12/06/2013,W,240,108,47,91,51.6,8,23,34.8,6,11,54.5,14,36,50,31,6,3,13,18,19
BKN,BKN vs. NYK,12/05/2013,L,240,83,29,73,39.7,4,16,25.0,21,31,67.7,15,20,35,11,3,3,16,25,-30
MEM,MEM vs. LAC,12/05/2013,L,240,81,29,77,37.7,3,13,23.1,20,26,76.9,11,27,38,16,8,1,17,19,-20
LAC,LAC @ MEM,12/05/2013,W,240,101,38,80,47.5,11,20,55.0,14,18,77.8,10,30,40,22,6,5,15,24,20
NYK,NYK @ BKN,12/05/2013,W,240,113,44,77,57.1,16,27,59.3,9,11,81.8,7,23,30,24,11,7,12,29,30
MIA,MIA @ CHI,12/05/2013,L,240,87,32,77,41.6,6,22,27.3,17,24,70.8,6,21,27,16,9,5,9,25,-20
CHI,CHI vs. MIA,12/05/2013,W,240,107,37,74,50.0,10,19,52.6,23,32,71.9,13,36,49,24,3,2,17,20,20
PHX,PHX @ HOU,12/04/2013,W,240,97,36,79,45.6,11,24,45.8,14,19,73.7,8,32,40,17,13,6,20,23,9
HOU,HOU vs. PHX,12/04/2013,L,240,88,31,88,35.2,9,31,29.0,17,19,89.5,21,33,54,13,8,1,23,20,-9
OKC,OKC @ POR,12/04/2013,L,240,104,39,89,43.8,5,11,45.5,21,24,87.5,13,30,43,11,7,7,14,23,-7
POR,POR vs. OKC,12/04/2013,W,240,111,44,98,44.9,8,23,34.8,15,17,88.2,16,31,47,22,7,7,11,16,7
UTA,UTA vs. IND,12/04/2013,L,240,86,33,80,41.3,4,11,36.4,16,18,88.9,11,29,40,21,5,2,14,20,-9
IND,IND @ UTA,12/04/2013,W,240,95,40,84,47.6,3,16,18.8,12,15,80.0,7,34,41,24,7,4,8,17,9
NOP,NOP vs. DAL,12/04/2013,L,240,97,38,94,40.4,7,22,31.8,14,15,93.3,18,40,58,21,5,2,16,17,-3
DEN,DEN @ CLE,12/04/2013,L,240,88,36,92,39.1,6,23,26.1,10,13,76.9,15,28,43,27,6,8,11,22,-10
CLE,CLE vs. DEN,12/04/2013,W,240,98,37,91,40.7,5,14,35.7,19,24,79.2,20,38,58,20,6,13,13,10,10
DAL,DAL @ NOP,12/04/2013,W,240,100,37,86,43.0,11,24,45.8,15,22,68.2,8,30,38,25,8,8,8,16,3
MIL,MIL vs. DET,12/04/2013,L,240,98,36,91,39.6,9,27,33.3,17,22,77.3,15,28,43,25,10,13,17,29,-7
DET,DET @ MIL,12/04/2013,W,240,105,33,86,38.4,7,21,33.3,32,42,76.2,21,34,55,21,7,11,15,21,7
LAC,LAC @ ATL,12/04/2013,L,240,97,39,83,47.0,4,19,21.1,15,20,75.0,7,29,36,22,4,2,12,16,-10
ATL,ATL vs. LAC,12/04/2013,W,240,107,42,82,51.2,12,23,52.2,11,16,68.8,8,32,40,28,4,4,13,22,10
TOR,TOR @ GSW,12/03/2013,L,240,103,40,77,51.9,8,20,40.0,15,18,83.3,9,29,38,17,6,2,19,25,-9
ORL,ORL @ PHI,12/03/2013,L,290,125,47,94,50.0,6,26,23.1,25,32,78.1,8,26,34,28,13,3,20,27,-1
PHI,PHI vs. ORL,12/03/2013,W,290,126,46,96,47.9,11,29,37.9,23,33,69.7,20,36,56,20,10,4,23,27,1
DAL,DAL vs. CHA,12/03/2013,W,240,89,33,82,40.2,8,21,38.1,15,17,88.2,7,38,45,16,3,3,9,18,7
CHA,CHA @ DAL,12/03/2013,L,240,82,30,78,38.5,3,17,17.6,19,25,76.0,10,40,50,11,5,4,11,18,-7
BOS,BOS vs. MIL,12/03/2013,W,240,108,38,77,49.4,11,24,45.8,21,27,77.8,11,29,40,20,7,4,15,23,8
SAC,SAC vs. OKC,12/03/2013,L,240,95,35,89,39.3,10,29,34.5,15,19,78.9,13,28,41,24,9,5,8,18,-2
MEM,MEM vs. PHX,12/03/2013,W,240,110,46,84,54.8,5,14,35.7,13,21,61.9,12,31,43,26,7,7,11,19,19
PHX,PHX @ MEM,12/03/2013,L,240,91,37,87,42.5,7,29,24.1,10,15,66.7,14,27,41,22,4,5,14,17,-19
BKN,BKN vs. DEN,12/03/2013,L,240,87,30,75,40.0,2,16,12.5,25,34,73.5,11,26,37,15,7,4,11,19,-24
GSW,GSW vs. TOR,12/03/2013,W,240,112,40,79,50.6,12,29,41.4,20,25,80.0,9,27,36,27,11,2,12,16,9
DET,DET @ MIA,12/03/2013,W,240,107,41,80,51.3,7,16,43.8,18,26,69.2,13,33,46,21,11,5,22,19,10
MIA,MIA vs. DET,12/03/2013,L,240,97,36,82,43.9,9,28,32.1,16,23,69.6,13,21,34,19,12,3,19,18,-10
MIL,MIL @ BOS,12/03/2013,L,240,100,37,78,47.4,8,18,44.4,18,21,85.7,8,25,33,21,4,6,15,17,-8
OKC,OKC @ SAC,12/03/2013,W,240,97,36,83,43.4,7,20,35.0,18,20,90.0,10,37,47,21,5,5,17,20,2
DEN,DEN @ BKN,12/03/2013,W,240,111,43,85,50.6,7,18,38.9,18,28,64.3,17,39,56,23,7,7,10,23,24
NOP,NOP @ CHI,12/02/2013,W,315,131,50,113,44.2,11,23,47.8,20,27,74.1,22,32,54,25,9,5,11,34,3
WAS,WAS vs. ORL,12/02/2013,W,240,98,33,73,45.2,9,13,69.2,23,29,79.3,7,35,42,21,5,4,18,22,18
HOU,HOU @ UTA,12/02/2013,L,240,103,40,83,48.2,9,28,32.1,14,20,70.0,11,29,40,18,5,5,10,19,-6
CHI,CHI vs. NOP,12/02/2013,L,315,128,48,101,47.5,8,23,34.8,24,34,70.6,16,39,55,34,4,7,17,23,-3
ATL,ATL @ SAS,12/02/2013,L,240,100,42,96,43.8,11,31,35.5,5,5,100.0,10,29,39,22,10,2,10,19,-2
UTA,UTA vs. HOU,12/02/2013,W,240,109,43,79,54.4,10,17,58.8,13,16,81.3,8,31,39,20,3,2,12,18,6
IND,IND @ POR,12/02/2013,L,240,102,39,88,44.3,9,22,40.9,15,17,88.2,9,33,42,25,9,2,15,28,-4
POR,POR vs. IND,12/02/2013,W,240,106,36,76,47.4,5,13,38.5,29,33,87.9,6,34,40,17,3,4,14,20,4
ORL,ORL @ WAS,12/02/2013,L,240,80,30,77,39.0,3,15,20.0,17,19,89.5,9,31,40,14,9,4,17,24,-18
SAS,SAS vs. ATL,12/02/2013,W,240,102,42,78,53.8,6,18,33.3,12,17,70.6,9,39,48,27,6,8,19,10,2
DEN,DEN @ TOR,12/01/2013,W,240,112,44,87,50.6,10,23,43.5,14,19,73.7,14,33,47,29,10,6,15,22,14
NOP,NOP @ NYK,12/01/2013,W,240,103,38,77,49.4,10,21,47.6,17,23,73.9,9,23,32,22,10,1,12,19,4
NYK,NYK vs. NOP,12/01/2013,L,240,99,34,76,44.7,13,35,37.1,18,21,85.7,13,29,42,23,9,9,17,23,-4
LAL,LAL vs. POR,12/01/2013,L,240,108,40,87,46.0,10,28,35.7,18,23,78.3,9,32,41,25,8,7,9,21,-6
SAC,SAC vs. GSW,12/01/2013,L,240,113,40,76,52.6,9,19,47.4,24,28,85.7,11,28,39,22,11,1,24,25,-2
POR,POR @ LAL,12/01/2013,W,240,114,38,87,43.7,9,23,39.1,29,34,85.3,15,37,52,28,6,1,13,19,6
MIN,MIN @ OKC,12/01/2013,L,240,103,37,89,41.6,9,29,31.0,20,26,76.9,15,31,46,22,12,2,13,14,-10
TOR,TOR vs. DEN,12/01/2013,L,240,98,35,87,40.2,8,22,36.4,20,26,76.9,14,28,42,18,8,6,14,20,-14
LAC,LAC vs. IND,12/01/2013,L,240,100,36,82,43.9,4,15,26.7,24,31,77.4,12,29,41,19,8,2,12,23,-5
IND,IND @ LAC,12/01/2013,W,240,105,39,89,43.8,8,26,30.8,19,26,73.1,17,33,50,25,5,4,16,25,5
GSW,GSW @ SAC,12/01/2013,W,240,115,42,82,51.2,15,25,60.0,16,22,72.7,10,22,32,22,13,5,18,25,2
CHA,CHA @ MIA,12/01/2013,L,240,98,35,76,46.1,4,15,26.7,24,28,85.7,6,33,39,16,8,2,15,20,-1
PHI,PHI @ DET,12/01/2013,L,240,100,38,88,43.2,7,23,30.4,17,19,89.5,6,35,41,22,15,7,20,27,-15
MIA,MIA vs. CHA,12/01/2013,W,240,99,36,69,52.2,8,18,44.4,19,25,76.0,4,30,34,19,8,9,14,19,1
DET,DET vs. PHI,12/01/2013,W,240,115,41,89,46.1,10,28,35.7,23,39,59.0,16,41,57,26,12,7,23,20,15
OKC,OKC vs. MIN,12/01/2013,W,240,113,49,87,56.3,9,19,47.4,6,9,66.7,8,35,43,26,8,10,15,22,10
WAS,WAS vs. ATL,11/30/2013,W,240,108,38,78,48.7,12,24,50.0,20,30,66.7,6,32,38,24,12,5,16,20,7
ATL,ATL @ WAS,11/30/2013,L,240,101,36,81,44.4,7,17,41.2,22,26,84.6,9,31,40,19,7,6,17,18,-7
SAS,SAS vs. HOU,11/30/2013,L,240,106,44,91,48.4,9,26,34.6,9,13,69.2,4,29,33,27,8,9,15,19,-6
HOU,HOU @ SAS,11/30/2013,W,240,112,40,90,44.4,13,30,43.3,19,30,63.3,12,42,54,24,13,4,17,18,6
PHX,PHX vs. UTA,11/30/2013,L,240,104,37,78,47.4,12,27,44.4,18,25,72.0,12,23,35,17,8,3,13,28,-8
UTA,UTA @ PHX,11/30/2013,W,240,112,39,76,51.3,9,18,50.0,25,29,86.2,12,27,39,21,6,1,14,23,8
DAL,DAL vs. MIN,11/30/2013,L,240,106,45,92,48.9,7,24,29.2,9,11,81.8,13,24,37,29,9,4,11,26,-6
CHI,CHI @ CLE,11/30/2013,L,240,93,39,82,47.6,6,15,40.0,9,15,60.0,9,27,36,31,5,4,10,22,-4
MEM,MEM vs. BKN,11/30/2013,L,240,88,36,77,46.8,7,15,46.7,9,12,75.0,6,27,33,20,6,3,14,19,-9
BKN,BKN @ MEM,11/30/2013,W,240,97,34,73,46.6,9,18,50.0,20,26,76.9,8,31,39,21,6,4,15,10,9
CLE,CLE vs. CHI,11/30/2013,W,240,97,37,78,47.4,7,15,46.7,16,19,84.2,10,31,41,20,5,7,11,18,4
BOS,BOS @ MIL,11/30/2013,L,240,85,35,84,41.7,4,19,21.1,11,15,73.3,10,31,41,17,7,2,10,21,-7
MIL,MIL vs. BOS,11/30/2013,W,240,92,36,78,46.2,8,17,47.1,12,20,60.0,11,38,49,28,4,8,13,16,7
MIN,MIN @ DAL,11/30/2013,W,240,112,40,79,50.6,11,26,42.3,21,30,70.0,14,30,44,24,5,4,14,9,6
NYK,NYK @ DEN,11/29/2013,L,240,95,34,83,41.0,6,22,27.3,21,25,84.0,8,34,42,16,6,6,10,24,-2
ATL,ATL vs. DAL,11/29/2013,W,240,88,31,73,42.5,3,15,20.0,23,30,76.7,9,34,43,19,10,4,16,16,1
ORL,ORL vs. SAS,11/29/2013,L,240,91,34,78,43.6,9,19,47.4,14,15,93.3,4,24,28,20,8,5,15,13,-18
MIA,MIA @ TOR,11/29/2013,W,240,90,36,76,47.4,9,22,40.9,9,13,69.2,3,33,36,24,10,4,20,30,7
TOR,TOR vs. MIA,11/29/2013,L,240,83,28,73,38.4,8,30,26.7,19,32,59.4,10,33,43,16,8,5,21,18,-7
SAS,SAS @ ORL,11/29/2013,W,240,109,42,76,55.3,8,17,47.1,17,17,100.0,7,36,43,24,10,4,19,12,18
DET,DET vs. LAL,11/29/2013,L,240,102,44,100,44.0,1,8,12.5,13,25,52.0,22,33,55,25,10,3,14,22,-4
LAL,LAL @ DET,11/29/2013,W,240,106,36,80,45.0,14,31,45.2,20,30,66.7,11,33,44,24,11,8,17,21,4
OKC,OKC vs. GSW,11/29/2013,W,265,113,36,92,39.1,6,18,33.3,35,42,83.3,11,42,53,16,8,9,12,22,1
GSW,GSW @ OKC,11/29/2013,L,265,112,42,95,44.2,8,26,30.8,20,29,69.0,12,39,51,20,4,6,15,28,-1
DAL,DAL @ ATL,11/29/2013,L,240,87,29,77,37.7,9,24,37.5,20,21,95.2,10,34,44,17,9,4,18,21,-1
SAC,SAC vs. LAC,11/29/2013,L,265,98,42,91,46.2,6,23,26.1,8,10,80.0,12,32,44,24,4,5,16,33,-6
DEN,DEN vs. NYK,11/29/2013,W,240,97,31,71,43.7,9,24,37.5,26,34,76.5,5,39,44,19,4,5,14,23,2
HOU,HOU vs. BKN,11/29/2013,W,240,114,39,74,52.7,19,32,59.4,17,20,85.0,7,34,41,31,9,8,16,18,19
BKN,BKN @ HOU,11/29/2013,L,240,95,37,89,41.6,6,22,27.3,15,23,65.2,15,29,44,24,10,3,12,14,-19
LAC,LAC @ SAC,11/29/2013,W,265,104,37,83,44.6,6,20,30.0,24,37,64.9,13,33,46,20,4,9,12,16,6
BOS,BOS vs. CLE,11/29/2013,W,240,103,38,76,50.0,11,23,47.8,16,26,61.5,8,39,47,26,8,7,18,22,17
CLE,CLE @ BOS,11/29/2013,L,240,86,32,86,37.2,4,18,22.2,18,27,66.7,13,30,43,13,6,2,19,21,-17
MIL,MIL @ CHA,11/29/2013,L,240,76,28,84,33.3,5,17,29.4,15,20,75.0,7,31,38,17,10,9,10,22,-16
CHA,CHA vs. MIL,11/29/2013,W,240,92,35,79,44.3,3,15,20.0,19,31,61.3,16,38,54,20,5,4,18,17,16
UTA,UTA vs. PHX,11/29/2013,L,240,101,40,83,48.2,5,20,25.0,16,20,80.0,13,26,39,21,5,1,12,18,-11
PHX,PHX @ UTA,11/29/2013,W,240,112,41,75,54.7,8,25,32.0,22,25,88.0,6,24,30,18,4,5,8,17,11
NOP,NOP @ PHI,11/29/2013,W,240,121,51,93,54.8,8,20,40.0,11,14,78.6,10,30,40,30,13,9,13,21,16
PHI,PHI vs. NOP,11/29/2013,L,240,105,42,92,45.7,12,31,38.7,9,21,42.9,18,31,49,28,6,4,19,19,-16
IND,IND vs. WAS,11/29/2013,W,240,93,38,85,44.7,9,22,40.9,8,10,80.0,14,35,49,27,12,1,16,15,20
WAS,WAS @ IND,11/29/2013,L,240,73,29,73,39.7,6,18,33.3,9,13,69.2,6,31,37,16,5,10,18,12,-20
POR,POR @ PHX,11/27/2013,L,240,106,39,86,45.3,7,19,36.8,21,24,87.5,15,24,39,21,4,2,12,20,-14
LAL,LAL @ BKN,11/27/2013,W,240,99,34,85,40.0,13,30,43.3,18,22,81.8,11,37,48,21,5,7,12,24,5
BOS,BOS vs. MEM,11/27/2013,L,240,93,38,89,42.7,7,20,35.0,10,13,76.9,17,29,46,14,1,7,15,20,-7
PHX,PHX vs. POR,11/27/2013,W,240,120,42,81,51.9,10,24,41.7,26,31,83.9,13,30,43,22,9,4,10,22,14
MEM,MEM @ BOS,11/27/2013,W,240,100,36,80,45.0,3,9,33.3,25,31,80.6,9,32,41,24,7,6,8,18,7
SAS,SAS @ OKC,11/27/2013,L,240,88,36,92,39.1,7,27,25.9,9,14,64.3,12,33,45,19,11,3,13,16,-6
MIA,MIA @ CLE,11/27/2013,W,240,95,35,72,48.6,4,19,21.1,21,25,84.0,2,39,41,23,11,7,15,19,11
CLE,CLE vs. MIA,11/27/2013,L,240,84,29,83,34.9,10,28,35.7,16,24,66.7,12,35,47,19,7,2,19,18,-11
MIL,MIL vs. WAS,11/27/2013,L,265,92,37,85,43.5,10,25,40.0,8,10,80.0,11,33,44,26,7,1,24,20,-8
CHA,CHA vs. IND,11/27/2013,L,240,74,26,83,31.3,3,9,33.3,19,28,67.9,11,32,43,13,3,6,15,27,-25
IND,IND @ CHA,11/27/2013,W,240,99,32,84,38.1,10,25,40.0,25,32,78.1,12,45,57,20,8,4,15,23,25
GSW,GSW @ DAL,11/27/2013,L,240,99,32,76,42.1,9,23,39.1,26,34,76.5,10,42,52,18,2,6,19,15,-4
DAL,DAL vs. GSW,11/27/2013,W,240,103,44,99,44.4,7,18,38.9,8,10,80.0,12,31,43,27,9,4,6,22,4
WAS,WAS @ MIL,11/27/2013,W,265,100,37,74,50.0,10,26,38.5,16,22,72.7,5,29,34,27,14,2,20,9,8
BKN,BKN vs. LAL,11/27/2013,L,240,94,31,83,37.3,11,30,36.7,21,26,80.8,11,33,44,21,6,10,12,23,-5
MIN,MIN vs. DEN,11/27/2013,L,240,110,40,88,45.5,5,20,25.0,25,28,89.3,15,31,46,19,5,3,17,20,-7
DEN,DEN @ MIN,11/27/2013,W,240,117,45,88,51.1,8,16,50.0,19,25,76.0,9,27,36,22,11,5,13,25,7
ORL,ORL vs. PHI,11/27/2013,W,240,105,43,82,52.4,4,19,21.1,15,21,71.4,7,38,45,22,10,6,17,16,11
PHI,PHI @ ORL,11/27/2013,L,240,94,38,85,44.7,7,22,31.8,11,17,64.7,9,31,40,22,8,4,15,15,-11
LAC,LAC vs. NYK,11/27/2013,W,240,93,32,74,43.2,6,25,24.0,23,31,74.2,7,35,42,17,8,2,14,17,13
NYK,NYK @ LAC,11/27/2013,L,240,80,32,83,38.6,3,20,15.0,13,15,86.7,12,32,44,20,6,6,14,27,-13
OKC,OKC vs. SAS,11/27/2013,W,240,94,39,84,46.4,4,15,26.7,12,15,80.0,11,40,51,24,5,6,16,17,6
CHI,CHI @ DET,11/27/2013,W,240,99,42,79,53.2,6,17,35.3,9,12,75.0,8,32,40,24,9,1,16,15,20
DET,DET vs. CHI,11/27/2013,L,240,79,34,77,44.2,2,12,16.7,9,19,47.4,12,26,38,12,11,4,18,19,-20
ATL,ATL @ HOU,11/27/2013,L,240,84,32,75,42.7,8,22,36.4,12,15,80.0,6,26,32,21,8,4,18,24,-29
HOU,HOU vs. ATL,11/27/2013,W,240,113,43,78,55.1,14,27,51.9,13,21,61.9,8,34,42,25,8,3,13,17,29
BKN,BKN @ TOR,11/26/2013,W,240,102,39,77,50.6,4,14,28.6,20,22,90.9,11,28,39,25,7,3,16,18,2
LAL,LAL @ WAS,11/26/2013,L,240,111,44,83,53.0,13,28,46.4,10,13,76.9,9,25,34,30,4,5,17,19,-5
WAS,WAS vs. LAL,11/26/2013,W,240,116,46,87,52.9,6,21,28.6,18,22,81.8,10,32,42,25,15,2,10,14,5
ORL,ORL @ ATL,11/26/2013,W,240,109,42,83,50.6,8,22,36.4,17,20,85.0,6,37,43,29,8,3,13,20,17
GSW,GSW @ NOP,11/26/2013,W,240,102,40,88,45.5,7,19,36.8,15,21,71.4,9,32,41,25,8,6,10,14,1
NOP,NOP vs. GSW,11/26/2013,L,240,101,41,87,47.1,9,19,47.4,10,13,76.9,14,33,47,22,5,8,16,21,-1
ATL,ATL vs. ORL,11/26/2013,L,240,92,30,73,41.1,9,22,40.9,23,27,85.2,4,31,35,22,7,5,14,19,-17
TOR,TOR vs. BKN,11/26/2013,L,240,100,34,78,43.6,11,26,42.3,21,22,95.5,9,25,34,18,4,1,16,24,-2
UTA,UTA vs. CHI,11/25/2013,W,265,89,33,85,38.8,7,17,41.2,16,19,84.2,12,33,45,22,8,4,17,25,6
CHI,CHI @ UTA,11/25/2013,L,265,83,31,79,39.2,1,13,7.7,20,28,71.4,14,35,49,11,4,2,18,26,-6
NYK,NYK @ POR,11/25/2013,L,240,91,38,85,44.7,6,15,40.0,9,14,64.3,10,34,44,24,5,3,9,17,-11
POR,POR vs. NYK,11/25/2013,W,240,102,37,84,44.0,9,25,36.0,19,22,86.4,10,36,46,19,3,5,9,15,11
MIL,MIL @ DET,11/25/2013,L,240,94,33,73,45.2,6,19,31.6,22,26,84.6,10,29,39,23,5,4,20,20,-19
MIA,MIA vs. PHX,11/25/2013,W,240,107,39,79,49.4,7,22,31.8,22,24,91.7,7,31,38,20,9,4,14,17,15
BOS,BOS @ CHA,11/25/2013,W,240,96,35,80,43.8,9,20,45.0,17,21,81.0,11,28,39,22,8,5,12,24,10
CHA,CHA vs. BOS,11/25/2013,L,240,86,33,74,44.6,3,9,33.3,17,20,85.0,9,28,37,17,2,3,17,15,-10
DAL,DAL vs. DEN,11/25/2013,L,240,96,38,82,46.3,5,19,26.3,15,19,78.9,10,26,36,18,5,3,13,22,-14
DEN,DEN @ DAL,11/25/2013,W,240,110,41,75,54.7,8,20,40.0,20,28,71.4,10,32,42,23,10,2,13,24,14
NOP,NOP @ SAS,11/25/2013,L,240,93,37,97,38.1,2,15,13.3,17,20,85.0,17,31,48,21,11,6,16,18,-19
SAS,SAS vs. NOP,11/25/2013,W,240,112,44,81,54.3,10,25,40.0,14,19,73.7,7,38,45,30,12,7,19,18,19
MEM,MEM vs. HOU,11/25/2013,L,240,86,34,82,41.5,4,13,30.8,14,18,77.8,14,21,35,22,12,7,16,22,-7
HOU,HOU @ MEM,11/25/2013,W,240,93,34,69,49.3,6,24,25.0,19,27,70.4,11,32,43,12,7,6,20,20,7
MIN,MIN @ IND,11/25/2013,L,240,84,29,88,33.0,3,19,15.8,23,28,82.1,14,32,46,15,9,1,19,18,-14
