Team,Match Up,Game Date,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
WAS,WAS @ MIL,03/08/2014,W,240,114,43,80,53.8,15,28,53.6,13,23,56.5,11,24,35,25,6,7,16,21,7
UTA,UTA @ PHI,03/08/2014,W,240,104,37,80,46.3,10,23,43.5,20,28,71.4,13,29,42,25,9,4,20,24,12
CLE,CLE vs. NYK,03/08/2014,L,240,97,36,87,41.4,9,23,39.1,16,18,88.9,9,28,37,21,8,5,10,17,-10
SAC,SAC @ TOR,03/07/2014,L,240,87,30,72,41.7,5,19,26.3,22,37,59.5,9,30,39,14,9,2,17,23,-12
BOS,BOS vs. BKN,03/07/2014,W,240,91,31,70,44.3,8,21,38.1,21,26,80.8,12,39,51,20,11,3,28,28,7
BKN,BKN @ BOS,03/07/2014,L,240,84,29,80,36.3,4,30,13.3,22,26,84.6,9,19,28,14,12,5,14,20,-7
TOR,TOR vs. SAC,03/07/2014,W,240,99,34,73,46.6,10,21,47.6,21,28,75.0,6,31,37,21,9,6,14,29,12
POR,POR @ DAL,03/07/2014,L,240,98,38,83,45.8,7,26,26.9,15,21,71.4,14,35,49,17,5,6,19,29,-5
DAL,DAL vs. POR,03/07/2014,W,240,103,37,79,46.8,4,13,30.8,25,34,73.5,9,29,38,17,10,4,9,22,5
IND,IND @ HOU,03/07/2014,L,240,86,34,74,45.9,7,16,43.8,11,15,73.3,7,28,35,22,7,6,19,22,-26
DEN,DEN vs. LAL,03/07/2014,W,240,134,54,99,54.5,14,24,58.3,12,21,57.1,7,36,43,36,8,4,13,24,8
GSW,GSW vs. ATL,03/07/2014,W,240,111,43,80,53.8,6,19,31.6,19,24,79.2,11,33,44,28,12,3,16,17,14
LAL,LAL @ DEN,03/07/2014,L,240,126,45,97,46.4,12,27,44.4,24,30,80.0,12,35,47,30,8,6,14,21,-8
MIN,MIN vs. DET,03/07/2014,W,240,114,41,91,45.1,6,20,30.0,26,33,78.8,14,36,50,25,7,3,11,19,13
DET,DET @ MIN,03/07/2014,L,240,101,38,94,40.4,4,13,30.8,21,30,70.0,19,36,55,17,6,4,13,23,-13
HOU,HOU vs. IND,03/07/2014,W,240,112,40,76,52.6,13,28,46.4,19,25,76.0,6,28,34,26,8,4,14,15,26
MEM,MEM @ CHI,03/07/2014,W,240,85,35,78,44.9,5,8,62.5,10,18,55.6,11,34,45,19,9,6,13,16,8
CHA,CHA vs. CLE,03/07/2014,W,240,101,36,77,46.8,9,29,31.0,20,22,90.9,8,29,37,26,6,10,14,17,9
ATL,ATL @ GSW,03/07/2014,L,240,97,39,86,45.3,8,34,23.5,11,13,84.6,10,26,36,26,7,1,18,22,-14
MIL,MIL @ NOP,03/07/2014,L,240,104,40,89,44.9,5,20,25.0,19,25,76.0,16,29,45,24,3,6,9,22,-8
NOP,NOP vs. MIL,03/07/2014,W,240,112,42,84,50.0,8,20,40.0,20,23,87.0,11,31,42,31,4,9,9,26,8
NYK,NYK vs. UTA,03/07/2014,W,240,108,42,85,49.4,12,31,38.7,12,18,66.7,8,27,35,24,9,7,7,19,27
CHI,CHI vs. MEM,03/07/2014,L,240,77,31,75,41.3,2,13,15.4,13,14,92.9,6,32,38,16,4,2,14,19,-8
UTA,UTA @ NYK,03/07/2014,L,240,81,30,73,41.1,6,27,22.2,15,20,75.0,12,35,47,13,4,3,19,16,-27
CLE,CLE @ CHA,03/07/2014,L,240,92,37,86,43.0,3,17,17.6,15,20,75.0,15,26,41,16,7,1,14,19,-9
OKC,OKC @ PHX,03/06/2014,L,240,122,45,90,50.0,13,33,39.4,19,19,100.0,7,26,33,21,7,4,9,27,-6
PHX,PHX vs. OKC,03/06/2014,W,240,128,42,80,52.5,15,27,55.6,29,39,74.4,11,33,44,21,6,2,14,24,6
SAS,SAS vs. MIA,03/06/2014,W,240,111,40,79,50.6,9,23,39.1,22,26,84.6,8,37,45,30,9,5,18,17,24
LAC,LAC @ LAL,03/06/2014,W,240,142,57,103,55.3,12,26,46.2,16,22,72.7,16,48,64,34,16,5,18,21,48
LAL,LAL vs. LAC,03/06/2014,L,240,94,34,86,39.5,8,30,26.7,18,26,69.2,4,29,33,26,9,2,22,16,-48
MIA,MIA @ SAS,03/06/2014,L,240,87,34,79,43.0,4,13,30.8,15,18,83.3,8,28,36,25,10,4,21,22,-24
MEM,MEM @ BKN,03/05/2014,L,240,94,34,79,43.0,6,15,40.0,20,25,80.0,16,27,43,20,13,3,21,15,-9
DEN,DEN vs. DAL,03/05/2014,W,240,115,37,79,46.8,11,24,45.8,30,36,83.3,16,27,43,27,12,6,15,16,5
IND,IND @ CHA,03/05/2014,L,240,87,31,76,40.8,10,23,43.5,15,20,75.0,11,30,41,18,0,2,18,22,-22
NYK,NYK @ MIN,03/05/2014,W,240,118,47,90,52.2,11,27,40.7,13,19,68.4,12,27,39,24,11,4,12,24,12
MIN,MIN vs. NYK,03/05/2014,L,240,106,39,90,43.3,7,26,26.9,21,24,87.5,17,30,47,20,4,1,14,19,-12
BOS,BOS vs. GSW,03/05/2014,L,240,88,30,76,39.5,7,26,26.9,21,26,80.8,11,29,40,19,4,5,22,16,-20
WAS,WAS vs. UTA,03/05/2014,W,240,104,44,81,54.3,6,15,40.0,10,10,100.0,8,33,41,28,9,2,12,20,13
UTA,UTA @ WAS,03/05/2014,L,240,91,35,78,44.9,8,23,34.8,13,22,59.1,12,26,38,20,4,5,13,15,-13
CHA,CHA vs. IND,03/05/2014,W,240,109,43,84,51.2,9,18,50.0,14,20,70.0,9,28,37,21,8,5,7,20,22
DET,DET vs. CHI,03/05/2014,L,240,94,39,87,44.8,2,11,18.2,14,17,82.4,8,24,32,25,5,6,7,12,-11
GSW,GSW @ BOS,03/05/2014,W,240,108,46,98,46.9,5,28,17.9,11,12,91.7,15,30,45,28,13,6,11,24,20
ORL,ORL vs. HOU,03/05/2014,L,240,89,38,84,45.2,3,14,21.4,10,12,83.3,9,25,34,23,14,6,17,26,-12
HOU,HOU @ ORL,03/05/2014,W,240,101,40,82,48.8,6,22,27.3,15,24,62.5,14,35,49,21,8,4,22,15,12
MIL,MIL vs. SAC,03/05/2014,L,240,102,36,82,43.9,6,17,35.3,24,29,82.8,11,26,37,25,3,2,8,24,-14
SAC,SAC @ MIL,03/05/2014,W,240,116,43,83,51.8,4,14,28.6,26,32,81.3,12,34,46,21,7,3,9,23,14
DAL,DAL @ DEN,03/05/2014,L,240,110,46,87,52.9,9,20,45.0,9,9,100.0,8,25,33,24,6,4,15,27,-5
POR,POR vs. ATL,03/05/2014,W,240,102,35,79,44.3,13,29,44.8,19,21,90.5,7,46,53,23,4,2,16,21,24
ATL,ATL @ POR,03/05/2014,L,240,78,29,88,33.0,4,27,14.8,16,19,84.2,8,29,37,20,4,2,8,17,-24
BKN,BKN vs. MEM,03/05/2014,W,240,103,38,74,51.4,15,26,57.7,12,13,92.3,6,30,36,25,14,5,21,28,9
CHI,CHI @ DET,03/05/2014,W,240,105,43,80,53.8,5,19,26.3,14,17,82.4,8,35,43,26,5,4,14,16,11
PHX,PHX vs. LAC,03/04/2014,L,240,96,39,86,45.3,7,19,36.8,11,19,57.9,16,30,46,22,8,0,18,24,-8
NOP,NOP @ LAL,03/04/2014,W,240,132,46,77,59.7,7,17,41.2,33,40,82.5,9,30,39,29,9,2,15,23,7
LAL,LAL vs. NOP,03/04/2014,L,240,125,46,85,54.1,10,22,45.5,23,31,74.2,11,19,30,29,9,5,14,26,-7
SAS,SAS @ CLE,03/04/2014,W,240,122,43,90,47.8,14,33,42.4,22,24,91.7,7,35,42,39,12,10,11,18,21
CLE,CLE vs. SAS,03/04/2014,L,240,101,38,79,48.1,10,19,52.6,15,20,75.0,4,35,39,24,5,3,16,24,-21
OKC,OKC vs. PHI,03/04/2014,W,240,125,43,76,56.6,7,20,35.0,32,43,74.4,9,48,57,31,12,10,22,22,33
MIA,MIA @ HOU,03/04/2014,L,240,103,38,80,47.5,7,27,25.9,20,29,69.0,10,23,33,19,11,7,9,19,-3
PHI,PHI @ OKC,03/04/2014,L,240,92,32,94,34.0,10,30,33.3,18,26,69.2,13,25,38,20,13,0,18,28,-33
GSW,GSW @ IND,03/04/2014,W,240,98,37,84,44.0,10,20,50.0,14,21,66.7,10,34,44,24,4,6,10,21,2
HOU,HOU vs. MIA,03/04/2014,W,240,106,40,78,51.3,8,23,34.8,18,27,66.7,12,34,46,24,4,3,18,22,3
LAC,LAC @ PHX,03/04/2014,W,240,104,40,78,51.3,8,20,40.0,16,22,72.7,9,31,40,26,7,5,15,21,8
IND,IND vs. GSW,03/04/2014,L,240,96,36,86,41.9,3,16,18.8,21,22,95.5,9,34,43,16,5,7,8,20,-2
UTA,UTA @ MIL,03/03/2014,L,240,88,31,79,39.2,6,21,28.6,20,26,76.9,18,21,39,18,5,5,14,21,-26
MIA,MIA vs. CHA,03/03/2014,W,240,124,46,83,55.4,16,28,57.1,16,20,80.0,10,26,36,18,7,3,7,18,17
CHA,CHA @ MIA,03/03/2014,L,240,107,42,82,51.2,9,23,39.1,14,21,66.7,13,27,40,27,4,0,12,16,-17
DET,DET vs. NYK,03/03/2014,W,240,96,35,83,42.2,4,12,33.3,22,30,73.3,15,39,54,21,11,4,17,14,11
BKN,BKN vs. CHI,03/03/2014,W,240,96,34,73,46.6,7,25,28.0,21,28,75.0,6,22,28,19,19,3,12,18,16
NYK,NYK @ DET,03/03/2014,L,240,85,32,83,38.6,10,28,35.7,11,14,78.6,12,28,40,16,8,6,17,27,-11
NOP,NOP @ SAC,03/03/2014,L,240,89,32,75,42.7,6,20,30.0,19,28,67.9,7,23,30,16,8,5,9,35,-7
CHI,CHI @ BKN,03/03/2014,L,240,80,30,65,46.2,4,13,30.8,16,23,69.6,9,34,43,12,6,1,28,23,-16
MEM,MEM @ WAS,03/03/2014,W,240,110,43,79,54.4,6,13,46.2,18,21,85.7,7,31,38,26,8,4,13,21,6
WAS,WAS vs. MEM,03/03/2014,L,240,104,39,81,48.1,9,19,47.4,17,21,81.0,8,26,34,18,4,2,13,22,-6
DEN,DEN vs. MIN,03/03/2014,L,240,128,50,95,52.6,12,33,36.4,16,25,64.0,9,32,41,23,9,5,18,37,-4
SAC,SAC vs. NOP,03/03/2014,W,240,96,32,68,47.1,1,7,14.3,31,41,75.6,16,31,47,11,4,3,19,25,7
MIL,MIL vs. UTA,03/03/2014,W,240,114,42,74,56.8,8,13,61.5,22,26,84.6,13,32,45,28,7,4,14,24,26
LAL,LAL @ POR,03/03/2014,W,240,107,43,94,45.7,8,18,44.4,13,15,86.7,12,32,44,29,12,5,17,19,1
POR,POR vs. LAL,03/03/2014,L,240,106,43,96,44.8,9,29,31.0,11,19,57.9,20,33,53,22,8,5,20,13,-1
MIN,MIN @ DEN,03/03/2014,W,240,132,38,80,47.5,4,16,25.0,52,64,81.3,14,36,50,21,10,0,18,22,4
CHA,CHA @ OKC,03/02/2014,L,240,99,30,68,44.1,8,22,36.4,31,40,77.5,2,27,29,19,7,4,18,23,-17
OKC,OKC vs. CHA,03/02/2014,W,240,116,41,82,50.0,8,22,36.4,26,30,86.7,11,33,44,19,10,7,15,29,17
DAL,DAL @ SAS,03/02/2014,L,240,106,45,97,46.4,7,18,38.9,9,14,64.3,14,29,43,24,10,5,7,23,-6
NYK,NYK @ CHI,03/02/2014,L,240,90,35,79,44.3,5,18,27.8,15,18,83.3,12,32,44,17,0,5,13,23,-19
CHI,CHI vs. NYK,03/02/2014,W,240,109,39,84,46.4,8,22,36.4,23,33,69.7,14,31,45,30,9,5,3,12,19
TOR,TOR vs. GSW,03/02/2014,W,240,104,38,79,48.1,8,22,36.4,20,23,87.0,9,30,39,28,6,3,9,18,6
GSW,GSW @ TOR,03/02/2014,L,240,98,37,88,42.0,8,23,34.8,16,20,80.0,16,25,41,25,5,5,13,22,-6
ATL,ATL @ PHX,03/02/2014,L,240,120,44,84,52.4,14,31,45.2,18,26,69.2,7,26,33,24,11,6,12,20,-9
IND,IND vs. UTA,03/02/2014,W,240,94,34,82,41.5,5,15,33.3,21,28,75.0,14,28,42,18,10,8,10,20,3
UTA,UTA @ IND,03/02/2014,L,240,91,36,78,46.2,6,14,42.9,13,18,72.2,10,34,44,20,4,6,18,28,-3
PHI,PHI @ ORL,03/02/2014,L,240,81,32,86,37.2,5,24,20.8,12,18,66.7,13,32,45,16,7,5,19,22,-11
ORL,ORL vs. PHI,03/02/2014,W,240,92,35,83,42.2,1,13,7.7,21,27,77.8,11,36,47,17,12,6,14,20,11
PHX,PHX vs. ATL,03/02/2014,W,240,129,44,80,55.0,15,24,62.5,26,30,86.7,7,34,41,29,9,5,15,21,9
SAS,SAS vs. DAL,03/02/2014,W,240,112,39,84,46.4,10,27,37.0,24,28,85.7,11,35,46,28,5,6,13,14,6
CLE,CLE @ MEM,03/01/2014,L,240,96,39,79,49.4,7,18,38.9,11,15,73.3,8,25,33,20,5,3,14,16,-14
MIN,MIN @ SAC,03/01/2014,W,240,108,37,81,45.7,5,21,23.8,29,38,76.3,11,29,40,23,7,4,10,23,11
DET,DET @ HOU,03/01/2014,L,240,110,45,100,45.0,4,19,21.1,16,19,84.2,20,27,47,22,11,7,13,24,-8
HOU,HOU vs. DET,03/01/2014,W,240,118,42,84,50.0,11,33,33.3,23,33,69.7,13,31,44,26,5,5,15,20,8
SAC,SAC vs. MIN,03/01/2014,L,240,97,37,82,45.1,7,22,31.8,16,21,76.2,11,36,47,22,4,7,19,28,-11
ORL,ORL @ MIA,03/01/2014,L,240,98,36,83,43.4,4,18,22.2,22,29,75.9,15,24,39,18,9,1,13,19,-14
DEN,DEN @ POR,03/01/2014,L,240,96,33,83,39.8,7,23,30.4,23,35,65.7,10,30,40,20,4,2,11,24,-6
POR,POR vs. DEN,03/01/2014,W,240,102,37,81,45.7,5,27,18.5,23,24,95.8,9,43,52,20,6,3,14,26,6
PHI,PHI vs. WAS,03/01/2014,L,240,103,38,84,45.2,5,22,22.7,22,32,68.8,9,31,40,22,11,5,22,24,-19
MIL,MIL vs. BKN,03/01/2014,L,240,98,34,74,45.9,5,12,41.7,25,31,80.6,12,31,43,17,6,4,18,19,-9
BOS,BOS vs. IND,03/01/2014,L,240,97,38,89,42.7,7,21,33.3,14,17,82.4,12,29,41,25,2,5,10,21,-5
IND,IND @ BOS,03/01/2014,W,240,102,39,77,50.6,5,13,38.5,19,23,82.6,4,34,38,19,5,4,9,19,5
WAS,WAS @ PHI,03/01/2014,W,240,122,45,89,50.6,12,26,46.2,20,28,71.4,12,32,44,33,12,6,17,25,19
BKN,BKN @ MIL,03/01/2014,W,240,107,37,83,44.6,10,25,40.0,23,31,74.2,15,26,41,23,14,2,11,19,9
MIA,MIA vs. ORL,03/01/2014,W,240,112,43,74,58.1,6,16,37.5,20,24,83.3,9,30,39,20,8,6,17,20,14
NOP,NOP @ LAC,03/01/2014,L,240,76,28,85,32.9,3,22,13.6,17,19,89.5,11,33,44,13,4,6,22,29,-32
LAC,LAC vs. NOP,03/01/2014,W,240,108,38,81,46.9,9,25,36.0,23,32,71.9,9,36,45,25,9,9,13,22,32
MEM,MEM vs. CLE,03/01/2014,W,240,110,44,81,54.3,9,19,47.4,13,18,72.2,11,25,36,24,8,7,10,11,14
NYK,NYK vs. GSW,02/28/2014,L,240,103,36,95,37.9,10,25,40.0,21,23,91.3,13,37,50,14,8,4,18,24,-23
DAL,DAL vs. CHI,02/28/2014,L,240,91,34,85,40.0,11,31,35.5,12,17,70.6,13,24,37,17,12,5,13,20,-9
CHI,CHI @ DAL,02/28/2014,W,240,100,36,71,50.7,9,19,47.4,19,28,67.9,9,37,46,19,6,2,21,19,9
OKC,OKC vs. MEM,02/28/2014,W,240,113,38,77,49.4,10,22,45.5,27,32,84.4,15,24,39,18,10,8,14,18,6
MEM,MEM @ OKC,02/28/2014,L,240,107,41,80,51.3,10,16,62.5,15,20,75.0,9,24,33,30,11,1,14,22,-6
GSW,GSW @ NYK,02/28/2014,W,240,126,44,92,47.8,14,35,40.0,24,31,77.4,12,37,49,25,11,5,15,21,23
SAS,SAS vs. CHA,02/28/2014,W,240,92,34,73,46.6,9,20,45.0,15,15,100.0,4,40,44,26,4,8,19,15,10
NOP,NOP @ PHX,02/28/2014,L,240,104,42,78,53.8,5,13,38.5,15,17,88.2,8,24,32,18,9,4,14,26,-12
CHA,CHA @ SAS,02/28/2014,L,240,82,33,90,36.7,3,17,17.6,13,15,86.7,12,29,41,23,12,3,12,18,-10
UTA,UTA @ CLE,02/28/2014,L,240,79,28,80,35.0,14,29,48.3,9,14,64.3,6,25,31,20,6,6,11,15,-20
PHX,PHX vs. NOP,02/28/2014,W,240,116,40,74,54.1,10,23,43.5,26,32,81.3,12,23,35,21,6,5,14,15,12
CLE,CLE vs. UTA,02/28/2014,W,240,99,43,88,48.9,4,15,26.7,9,12,75.0,13,43,56,28,2,4,12,12,20
LAL,LAL vs. SAC,02/28/2014,W,240,126,48,80,60.0,19,27,70.4,11,16,68.8,2,29,31,35,5,11,17,25,4
SAC,SAC @ LAL,02/28/2014,L,240,122,47,93,50.5,5,15,33.3,23,32,71.9,15,29,44,29,11,3,11,16,-4
NYK,NYK @ MIA,02/27/2014,L,240,82,31,83,37.3,4,23,17.4,16,22,72.7,14,26,40,16,7,1,13,21,-26
DEN,DEN vs. BKN,02/27/2014,L,240,89,30,81,37.0,6,22,27.3,23,33,69.7,15,31,46,14,6,6,24,22,-23
BKN,BKN @ DEN,02/27/2014,W,240,112,39,82,47.6,10,31,32.3,24,29,82.8,8,35,43,21,12,5,16,25,23
MIA,MIA vs. NYK,02/27/2014,W,240,108,45,74,60.8,6,15,40.0,12,18,66.7,3,36,39,18,5,3,13,22,26
IND,IND vs. MIL,02/27/2014,W,240,101,38,74,51.4,6,15,40.0,19,22,86.4,12,35,47,22,7,3,19,15,5
MIL,MIL @ IND,02/27/2014,L,240,96,38,87,43.7,12,24,50.0,8,11,72.7,10,25,35,19,7,4,12,22,-5
WAS,WAS @ TOR,02/27/2014,W,315,134,51,108,47.2,5,22,22.7,27,37,73.0,18,39,57,22,10,7,16,32,5
TOR,TOR vs. WAS,02/27/2014,L,315,129,45,100,45.0,12,30,40.0,27,36,75.0,11,39,50,29,10,5,18,35,-5
SAS,SAS vs. DET,02/26/2014,W,240,120,44,82,53.7,9,19,47.4,23,25,92.0,9,28,37,34,10,7,18,16,10
OKC,OKC vs. CLE,02/26/2014,L,240,104,39,80,48.8,13,31,41.9,13,17,76.5,11,29,40,26,8,6,20,17,-10
DET,DET @ SAS,02/26/2014,L,240,110,45,90,50.0,5,10,50.0,15,17,88.2,9,28,37,24,10,4,15,19,-10
CLE,CLE @ OKC,02/26/2014,W,240,114,40,86,46.5,11,26,42.3,23,24,95.8,13,28,41,24,12,1,16,14,10
LAL,LAL @ MEM,02/26/2014,L,240,103,38,77,49.4,15,28,53.6,12,18,66.7,5,29,34,24,5,10,15,15,-5
GSW,GSW @ CHI,02/26/2014,L,240,83,30,84,35.7,5,21,23.8,18,22,81.8,9,32,41,17,6,7,16,27,-20
CHI,CHI vs. GSW,02/26/2014,W,240,103,37,83,44.6,5,14,35.7,24,30,80.0,16,40,56,24,8,9,16,24,20
NOP,NOP @ DAL,02/26/2014,L,240,89,36,71,50.7,9,20,45.0,8,19,42.1,10,30,40,22,4,3,21,14,-19
PHI,PHI vs. ORL,02/26/2014,L,240,90,32,87,36.8,5,22,22.7,21,28,75.0,9,33,42,16,6,6,8,18,-11
ATL,ATL @ BOS,02/26/2014,L,240,104,38,76,50.0,9,19,47.4,19,24,79.2,6,23,29,23,6,6,18,25,-11
DAL,DAL vs. NOP,02/26/2014,W,240,108,41,79,51.9,10,22,45.5,16,17,94.1,4,30,34,28,15,4,9,14,19
POR,POR vs. BKN,02/26/2014,W,240,124,46,86,53.5,13,31,41.9,19,21,90.5,13,40,53,29,6,6,13,15,44
BKN,BKN @ POR,02/26/2014,L,240,80,32,81,39.5,4,22,18.2,12,17,70.6,7,22,29,18,8,1,14,18,-44
LAC,LAC vs. HOU,02/26/2014,W,240,101,41,93,44.1,8,24,33.3,11,13,84.6,14,28,42,25,12,8,13,23,8
BOS,BOS vs. ATL,02/26/2014,W,240,115,43,90,47.8,8,22,36.4,21,23,91.3,14,32,46,24,10,1,15,24,11
MEM,MEM vs. LAL,02/26/2014,W,240,108,45,92,48.9,4,13,30.8,14,21,66.7,13,32,45,28,8,5,12,18,5
ORL,ORL @ PHI,02/26/2014,W,240,101,39,94,41.5,9,18,50.0,14,16,87.5,10,45,55,23,6,10,12,21,11
HOU,HOU @ LAC,02/26/2014,L,240,93,34,77,44.2,8,25,32.0,17,24,70.8,12,34,46,19,6,4,20,20,-8
PHX,PHX @ UTA,02/26/2014,L,240,86,31,80,38.8,6,19,31.6,18,29,62.1,14,26,40,14,7,5,13,21,-23
UTA,UTA vs. PHX,02/26/2014,W,240,109,42,74,56.8,9,18,50.0,16,24,66.7,8,36,44,22,5,4,15,24,23
HOU,HOU @ SAC,02/25/2014,W,240,129,41,72,56.9,11,22,50.0,36,42,85.7,7,38,45,25,5,6,21,26,26
WAS,WAS vs. ORL,02/25/2014,W,240,115,42,80,52.5,10,16,62.5,21,28,75.0,9,27,36,24,8,2,12,15,9
ORL,ORL @ WAS,02/25/2014,L,240,106,43,86,50.0,8,25,32.0,12,14,85.7,15,30,45,24,5,3,17,26,-9
IND,IND vs. LAL,02/25/2014,W,240,118,47,101,46.5,5,16,31.3,19,25,76.0,21,41,62,25,11,10,17,21,20
SAC,SAC vs. HOU,02/25/2014,L,240,103,36,90,40.0,5,18,27.8,26,31,83.9,12,25,37,17,13,1,12,27,-26
PHX,PHX vs. MIN,02/25/2014,L,240,101,42,95,44.2,3,15,20.0,14,18,77.8,18,32,50,19,10,9,19,30,-9
MIN,MIN @ PHX,02/25/2014,W,240,110,42,87,48.3,5,18,27.8,21,32,65.6,10,28,38,24,11,5,15,21,9
CHI,CHI @ ATL,02/25/2014,W,240,107,37,88,42.0,8,24,33.3,25,29,86.2,15,33,48,24,11,2,12,15,4
ATL,ATL vs. CHI,02/25/2014,L,240,103,38,84,45.2,14,33,42.4,13,16,81.3,11,31,42,21,7,2,16,22,-4
CLE,CLE vs. TOR,02/25/2014,L,240,93,34,84,40.5,5,17,29.4,20,24,83.3,14,29,43,24,6,1,12,21,-6
TOR,TOR @ CLE,02/25/2014,W,240,99,35,79,44.3,10,32,31.3,19,24,79.2,10,29,39,27,5,6,15,21,6
DEN,DEN vs. POR,02/25/2014,L,240,95,37,103,35.9,4,20,20.0,17,26,65.4,27,37,64,19,7,5,15,25,-5
POR,POR @ DEN,02/25/2014,W,240,100,28,76,36.8,12,31,38.7,32,38,84.2,7,34,41,17,8,12,13,21,5
LAL,LAL @ IND,02/25/2014,L,240,98,39,90,43.3,8,23,34.8,12,20,60.0,10,32,42,22,11,12,17,23,-20
LAC,LAC @ NOP,02/24/2014,W,240,123,43,83,51.8,16,28,57.1,21,26,80.8,10,30,40,34,4,5,9,28,13
UTA,UTA vs. BOS,02/24/2014,W,240,110,44,80,55.0,6,17,35.3,16,21,76.2,11,27,38,25,8,8,13,21,12
BOS,BOS @ UTA,02/24/2014,L,240,98,37,84,44.0,4,15,26.7,20,21,95.2,13,18,31,16,6,2,16,18,-12
NYK,NYK vs. DAL,02/24/2014,L,240,108,40,76,52.6,14,33,42.4,14,16,87.5,11,30,41,23,3,3,21,24,-2
MIL,MIL @ PHI,02/24/2014,W,240,130,48,84,57.1,12,20,60.0,22,29,75.9,20,27,47,32,7,6,23,21,20
PHI,PHI vs. MIL,02/24/2014,L,240,110,43,88,48.9,8,24,33.3,16,23,69.6,11,17,28,28,16,5,18,22,-20
DAL,DAL @ NYK,02/24/2014,W,240,110,41,86,47.7,15,36,41.7,13,16,81.3,11,23,34,27,5,3,10,19,2
GSW,GSW @ DET,02/24/2014,W,240,104,38,82,46.3,13,31,41.9,15,22,68.2,11,33,44,27,3,7,13,19,8
DET,DET vs. GSW,02/24/2014,L,240,96,40,99,40.4,4,13,30.8,12,18,66.7,16,29,45,26,7,6,9,23,-8
NOP,NOP vs. LAC,02/24/2014,L,240,110,37,87,42.5,7,18,38.9,29,35,82.9,20,30,50,24,2,7,9,23,-13
DEN,DEN vs. SAC,02/23/2014,L,240,95,33,88,37.5,15,32,46.9,14,21,66.7,10,30,40,23,11,7,19,28,-14
SAC,SAC @ DEN,02/23/2014,W,240,109,37,78,47.4,5,13,38.5,30,36,83.3,10,35,45,18,12,10,21,21,14
CHI,CHI @ MIA,02/23/2014,L,240,79,29,81,35.8,6,21,28.6,15,17,88.2,15,36,51,18,2,4,19,15,-14
MIA,MIA vs. CHI,02/23/2014,W,240,93,37,88,42.0,9,23,39.1,10,14,71.4,15,26,41,22,8,7,8,19,14
MIN,MIN @ POR,02/23/2014,L,240,97,37,94,39.4,9,28,32.1,14,20,70.0,21,27,48,18,5,2,14,21,-11
POR,POR vs. MIN,02/23/2014,W,240,108,40,83,48.2,13,28,46.4,15,16,93.8,12,34,46,19,4,7,12,23,11
LAC,LAC @ OKC,02/23/2014,W,240,125,42,81,51.9,13,30,43.3,28,39,71.8,10,34,44,26,8,2,17,23,8
HOU,HOU @ PHX,02/23/2014,W,240,115,41,78,52.6,5,16,31.3,28,32,87.5,10,33,43,25,10,3,22,19,3
PHX,PHX vs. HOU,02/23/2014,L,240,112,42,86,48.8,11,26,42.3,17,24,70.8,9,25,34,16,14,2,16,18,-3
CLE,CLE vs. WAS,02/23/2014,L,240,83,30,78,38.5,2,18,11.1,21,26,80.8,13,38,51,15,2,2,13,12,-13
WAS,WAS @ CLE,02/23/2014,W,240,96,41,96,42.7,8,20,40.0,6,10,60.0,15,33,48,26,7,3,5,19,13
BKN,BKN @ LAL,02/23/2014,W,240,108,36,76,47.4,12,25,48.0,24,32,75.0,12,29,41,28,13,2,19,20,6
OKC,OKC vs. LAC,02/23/2014,L,240,117,43,93,46.2,12,29,41.4,19,24,79.2,10,27,37,26,9,3,14,30,-8
TOR,TOR vs. ORL,02/23/2014,W,240,105,34,65,52.3,9,17,52.9,28,36,77.8,9,41,50,23,4,4,24,22,15
ORL,ORL @ TOR,02/23/2014,L,240,90,36,87,41.4,5,14,35.7,13,17,76.5,9,23,32,20,14,2,9,25,-15
LAL,LAL vs. BKN,02/23/2014,L,240,102,39,76,51.3,7,17,41.2,17,26,65.4,10,27,37,17,11,5,17,24,-6
GSW,GSW vs. BKN,02/22/2014,W,240,93,37,85,43.5,6,20,30.0,13,17,76.5,12,38,50,26,12,4,10,22,7
DAL,DAL @ DET,02/22/2014,W,240,113,44,90,48.9,8,23,34.8,17,22,77.3,16,34,50,31,8,6,14,19,11
DET,DET vs. DAL,02/22/2014,L,240,102,40,82,48.8,2,11,18.2,20,30,66.7,9,30,39,21,7,6,12,19,-11
BOS,BOS @ SAC,02/22/2014,L,240,98,34,87,39.1,6,21,28.6,24,36,66.7,15,27,42,17,8,3,14,19,-7
CHA,CHA vs. MEM,02/22/2014,W,240,92,30,82,36.6,8,20,40.0,24,27,88.9,9,33,42,16,4,4,11,18,3
UTA,UTA vs. MIN,02/22/2014,L,240,104,37,79,46.8,3,19,15.8,27,36,75.0,5,29,34,16,8,7,8,25,-17
MEM,MEM @ CHA,02/22/2014,L,240,89,34,79,43.0,4,15,26.7,17,22,77.3,7,35,42,17,6,5,15,24,-3
NOP,NOP @ WAS,02/22/2014,L,240,93,35,81,43.2,6,13,46.2,17,21,81.0,8,30,38,20,9,3,15,22,-1
ATL,ATL vs. NYK,02/22/2014,W,240,107,32,74,43.2,16,31,51.6,27,33,81.8,7,33,40,19,2,4,10,18,9
